(52, 98, 51)
(52, 42, 53)
(53, 13, 52)
(53, 16, 54)
(54, 71, 53)
(54, 15, 55)
(55, 22, 54)
(55, 11, 56)
(56, 66, 55)
(56, 66, 57)
(57, 52, 56)
(57, 26, 58)
(58, 80, 57)
(58, 56, 59)
(59, 48, 58)
(59, 32, 60)
(60, 59, 59)
(60, 18, 61)
(61, 85, 60)
(61, 8, 62)
(62, 37, 61)
(62, 85, 63)
(63, 91, 62)
(63, 78, 64)
(64, 99, 63)
(64, 56, 65)
(65, 94, 64)
(65, 51, 66)
(66, 29, 65)
(66, 58, 67)
(67, 12, 66)
(67, 46, 68)
(68, 31, 67)
(68, 20, 69)
(69, 27, 68)
(69, 61, 70)
(70, 78, 69)
(70, 16, 71)
(71, 62, 70)
(71, 35, 72)
(72, 21, 71)
(72, 2, 73)
(73, 91, 72)
(73, 29, 74)
(74, 35, 73)
(74, 78, 75)
(75, 17, 74)
(75, 39, 76)
(76, 46, 75)
(76, 27, 77)
(77, 13, 76)
(77, 78, 78)
(78, 59, 77)
(78, 71, 79)
(79, 32, 78)
(79, 29, 80)
(80, 87, 79)
(80, 97, 81)
(81, 9, 80)
(81, 87, 82)
(82, 46, 81)
(82, 13, 83)
(83, 84, 82)
(83, 9, 84)
(84, 62, 83)
(84, 91, 85)
(85, 53, 84)
(85, 35, 86)
(86, 85, 85)
(86, 79, 87)
(87, 86, 86)
(87, 42, 88)
(88, 14, 87)
(88, 85, 89)
(89, 62, 88)
(89, 81, 90)
(90, 45, 89)
(90, 42, 91)
(91, 74, 90)
(91, 93, 92)
(92, 31, 91)
(92, 60, 93)
(93, 22, 92)
(93, 87, 94)
(94, 40, 93)
(94, 81, 95)
(95, 19, 94)
(95, 29, 96)
(96, 79, 95)
(96, 9, 97)
(97, 32, 96)
(97, 99, 98)
(98, 62, 97)
(98, 27, 99)
(99, 69, 98)
(99, 12, 0)
(26, 37, 89)
(52, 65, 43)
(52, 92, 76)
(87, 15, 85)
(57, 48, 90)
(21, 52, 96)
(60, 45, 27)
(2, 12, 90)
(59, 66, 98)
(74, 63, 63)
(27, 85, 24)
(13, 79, 22)
(59, 3, 87)
(41, 81, 21)
(4, 39, 21)
(95, 50, 15)
(29, 23, 52)
(9, 97, 82)
(74, 32, 38)
(46, 54, 50)
(8, 66, 82)
(50, 22, 58)
(73, 48, 52)
(44, 51, 94)
(24, 54, 19)
(38, 60, 67)
(19, 65, 42)
(84, 49, 54)
(64, 13, 97)
(95, 50, 46)
(27, 35, 32)
(66, 72, 73)
(40, 85, 42)
(34, 3, 77)
(69, 57, 77)
(88, 89, 39)
(0, 77, 9)
(5, 48, 38)
(88, 52, 83)
(61, 96, 6)
(8, 29, 49)
(3, 68, 11)
(78, 55, 81)
(44, 58, 79)
(94, 81, 66)
(76, 77, 29)
(19, 82, 12)
(30, 63, 48)
(25, 59, 37)
(87, 18, 19)
(37, 3, 46)
(9, 33, 31)
(60, 79, 29)
(74, 24, 40)
(31, 50, 56)
(80, 25, 57)
(96, 33, 85)
(97, 82, 1)
(76, 36, 17)
(35, 27, 21)
(91, 86, 29)
(8, 49, 42)
(71, 77, 9)
(19, 52, 79)
(90, 72, 12)
(80, 91, 59)
(85, 84, 20)
(36, 16, 18)
(57, 97, 7)
(34, 24, 59)
(7, 77, 75)
(76, 74, 94)
(10, 94, 36)
(93, 11, 25)
(39, 2, 8)
(97, 44, 51)
(92, 45, 79)
(58, 94, 64)
(14, 21, 42)
(48, 57, 43)
(61, 56, 14)
(44, 20, 24)
(48, 16, 60)
(33, 78, 4)
(76, 68, 61)
(39, 20, 44)
(67, 99, 41)
(80, 93, 26)
(75, 16, 79)
(17, 41, 68)
(38, 68, 59)
(25, 83, 79)
(44, 9, 64)
(37, 70, 67)
(58, 15, 58)
(19, 85, 1)
(67, 54, 31)
(61, 29, 70)
(42, 20, 84)
(14, 3, 0)
(23, 51, 87)
(31, 84, 31)
(75, 30, 7)
(34, 6, 74)
(68, 86, 26)
(11, 81, 47)
(50, 56, 42)
(91, 74, 49)
(30, 69, 8)
(84, 22, 51)
(56, 51, 50)
(97, 21, 94)
(40, 57, 27)
(15, 60, 1)
(74, 89, 90)
(9, 5, 84)
(30, 98, 12)
(36, 32, 41)
(86, 40, 26)
(12, 60, 62)
(14, 40, 79)
(18, 87, 32)
(38, 30, 77)
(77, 52, 55)
(81, 61, 59)
(71, 58, 16)
(7, 77, 35)
(73, 65, 59)
(27, 6, 77)
(1, 27, 98)
(52, 94, 36)
(66, 81, 32)
(48, 72, 40)
(62, 71, 92)
(93, 57, 3)
(47, 46, 95)
(11, 76, 81)
(62, 4, 35)
(15, 64, 42)
(3, 8, 52)
(14, 63, 89)
(4, 88, 49)
(7, 8, 30)
(5, 62, 12)
(7, 32, 74)
(18, 3, 2)
(23, 45, 56)
(16, 76, 26)
(31, 16, 68)
(49, 35, 26)
