(1, 4, 30)
(27, 67, 47)
(40, 55, 31)
(31, 59, 16)
(9, 4, 6)
(22, 26, 31)
(25, 95, 28)
(46, 64, 9)
(0, 53, 0)
(44, 8, 20)
(11, 78, 27)
(45, 99, 39)
(31, 88, 9)
(2, 60, 49)
(19, 71, 0)
(10, 24, 1)
(13, 68, 41)
(49, 55, 46)
(34, 43, 17)
(42, 60, 31)
(33, 44, 15)
(48, 99, 23)
(37, 99, 3)
(19, 80, 42)
(13, 32, 17)
(38, 54, 2)
(11, 43, 22)
(2, 17, 40)
(37, 57, 46)
(30, 43, 8)
(14, 9, 34)
(6, 88, 35)
(7, 73, 5)
(12, 70, 45)
(48, 31, 32)
(36, 57, 9)
(44, 30, 36)
(7, 32, 43)
(40, 86, 46)
(6, 24, 47)
(45, 24, 13)
(40, 69, 6)
(30, 69, 27)
(15, 7, 49)
(9, 31, 24)
(11, 22, 38)
(15, 56, 44)
(9, 55, 4)
(41, 95, 21)
(31, 15, 0)
(20, 50, 9)
(46, 83, 38)
(1, 25, 26)
(15, 41, 39)
(45, 38, 41)
(18, 27, 43)
(13, 64, 2)
(43, 66, 5)
(47, 4, 16)
(2, 26, 44)
(35, 5, 42)
(20, 53, 33)
(40, 93, 4)
(0, 5, 9)
(16, 100, 13)
(6, 39, 40)
(10, 24, 15)
(2, 57, 31)
(39, 79, 3)
(5, 15, 28)
(24, 40, 36)
(27, 44, 44)
(44, 86, 4)
(33, 39, 11)
(47, 92, 44)
(20, 75, 41)
(28, 39, 19)
(41, 73, 38)
(36, 18, 25)
(44, 72, 22)
(25, 53, 6)
(0, 72, 30)
(7, 30, 3)
(22, 77, 10)
(43, 78, 4)
(47, 89, 7)
(46, 56, 7)
(9, 25, 34)
(19, 69, 49)
(38, 85, 36)
(5, 15, 13)
(5, 16, 22)
(44, 92, 35)
(29, 12, 44)
(16, 55, 34)
(18, 74, 44)
(33, 6, 13)
(4, 14, 36)
(24, 46, 3)
(0, 19, 4)
(49, 16, 42)
(28, 41, 40)
(32, 93, 47)
(33, 94, 49)
(2, 78, 5)
(0, 3, 34)
(9, 72, 37)
(48, 30, 15)
(8, 82, 31)
(28, 36, 0)
(5, 78, 23)
(41, 21, 22)
(40, 64, 18)
(1, 93, 44)
(7, 83, 33)
(25, 36, 47)
(44, 36, 33)
(18, 78, 6)
(38, 91, 13)
(33, 63, 45)
(26, 38, 5)
(36, 59, 10)
(0, 64, 38)
(7, 22, 45)
(6, 77, 45)
(33, 77, 5)
(30, 55, 28)
(2, 26, 9)
(34, 28, 11)
(23, 64, 16)
(3, 50, 42)
(15, 2, 15)
(13, 71, 42)
(12, 3, 21)
(3, 47, 31)
(31, 45, 39)
(32, 23, 44)
(39, 91, 2)
(49, 38, 6)
(8, 40, 48)
(38, 44, 23)
(49, 37, 38)
(18, 17, 16)
(46, 90, 33)
(17, 91, 24)
(25, 51, 13)
(0, 17, 32)
(30, 31, 35)
(37, 60, 34)
(8, 94, 20)
(14, 65, 37)
(29, 34, 46)
(20, 77, 16)
(18, 4, 45)
(49, 58, 14)
(33, 100, 6)
(3, 63, 46)
(46, 15, 43)
(9, 57, 49)
(11, 51, 35)
(16, 84, 1)
(16, 23, 42)
(5, 89, 16)
(30, 38, 46)
(16, 1, 18)
(34, 18, 48)
(10, 54, 42)
(4, 63, 14)
(27, 41, 30)
(38, 48, 25)
(11, 47, 1)
(38, 36, 0)
(8, 75, 30)
(26, 8, 18)
(16, 47, 5)
(11, 27, 14)
(9, 97, 47)
(4, 55, 10)
(24, 35, 31)
(22, 96, 44)
(6, 82, 36)
(29, 98, 16)
(24, 89, 8)
(4, 99, 44)
(35, 91, 0)
(13, 9, 20)
(20, 85, 26)
(12, 96, 34)
(18, 29, 7)
(48, 15, 34)
(3, 30, 5)
(22, 49, 8)
(34, 65, 4)
(33, 78, 12)
(10, 9, 24)
(28, 82, 12)
(49, 4, 25)
(26, 10, 42)
(2, 47, 45)
(49, 5, 21)
(24, 68, 2)
(32, 51, 34)
(13, 36, 29)
(14, 99, 11)
(31, 53, 8)
(5, 30, 29)
(47, 80, 12)
(24, 63, 40)
(43, 73, 41)
(13, 21, 32)
(15, 47, 37)
(36, 42, 47)
(38, 95, 31)
(40, 34, 30)
(28, 27, 28)
(41, 2, 35)
(17, 40, 33)
(18, 100, 22)
(24, 43, 21)
(38, 5, 43)
(42, 22, 29)
(38, 20, 6)
(43, 20, 9)
(5, 30, 0)
(21, 75, 24)
(0, 10, 36)
(39, 54, 23)
(0, 25, 40)
(15, 5, 35)
(36, 87, 18)
(32, 56, 3)
(30, 34, 10)
(24, 25, 30)
(17, 22, 43)
(44, 22, 7)
(30, 55, 18)
(29, 98, 42)
(28, 56, 46)
(21, 75, 21)
(3, 27, 19)
(5, 23, 38)
(27, 85, 15)
(22, 23, 16)
(31, 9, 36)
(14, 12, 8)
(11, 93, 19)
(5, 74, 47)
(4, 35, 7)
(34, 63, 36)
(21, 23, 7)
(27, 23, 24)
(49, 6, 16)
(0, 93, 49)
(33, 46, 8)
(8, 29, 16)
(45, 77, 16)
(40, 66, 36)
(3, 93, 7)
(40, 88, 20)
(11, 69, 46)
(11, 23, 28)
(6, 68, 27)
(15, 47, 21)
(18, 89, 36)
(27, 76, 25)
(27, 17, 9)
(10, 42, 21)
(12, 50, 29)
(40, 97, 38)
(39, 55, 39)
(43, 56, 31)
(34, 41, 38)
(35, 78, 5)
(40, 39, 2)
(34, 66, 44)
(12, 81, 47)
(10, 13, 22)
(17, 39, 23)
(42, 75, 0)
(47, 68, 15)
(27, 33, 32)
(28, 25, 6)
(10, 91, 32)
(16, 34, 12)
(49, 57, 49)
(33, 43, 29)
(18, 7, 46)
(35, 59, 40)
(41, 23, 30)
(25, 16, 36)
(1, 35, 12)
(22, 88, 14)
(26, 99, 14)
(43, 91, 33)
(46, 19, 39)
(14, 62, 10)
(12, 81, 2)
(45, 71, 32)
(31, 22, 6)
(12, 46, 19)
(24, 19, 18)
(22, 6, 34)
(40, 32, 33)
(2, 42, 21)
(35, 38, 28)
(22, 46, 22)
(44, 96, 27)
(18, 95, 27)
(43, 70, 3)
(45, 36, 29)
(46, 54, 34)
(9, 56, 33)
(27, 55, 4)
(12, 9, 16)
(29, 31, 3)
(27, 74, 5)
(20, 49, 38)
(49, 100, 17)
(33, 2, 26)
(1, 78, 23)
(31, 34, 43)
(14, 20, 14)
(46, 87, 10)
(32, 13, 39)
(4, 22, 6)
(22, 93, 6)
(24, 71, 24)
(28, 70, 26)
(38, 58, 24)
(27, 74, 23)
(3, 58, 47)
(10, 15, 5)
(19, 54, 15)
(2, 48, 4)
(49, 4, 35)
(19, 39, 31)
(40, 77, 13)
(6, 82, 6)
(14, 96, 23)
(5, 85, 11)
(28, 14, 21)
(17, 82, 13)
(44, 45, 16)
(47, 83, 20)
(40, 83, 24)
(1, 16, 46)
(41, 80, 34)
(24, 16, 10)
(5, 20, 18)
(31, 4, 42)
(29, 39, 9)
(31, 72, 34)
(49, 36, 24)
(5, 11, 27)
(48, 59, 44)
(45, 61, 17)
(5, 47, 49)
(26, 64, 24)
(31, 76, 48)
(17, 87, 49)
(21, 5, 16)
(44, 32, 5)
(49, 75, 15)
(32, 100, 13)
(12, 94, 5)
(39, 21, 32)
(17, 24, 35)
(38, 5, 38)
(20, 6, 8)
(42, 48, 14)
(36, 69, 40)
(32, 66, 7)
(17, 4, 15)
(23, 52, 34)
(31, 54, 44)
(42, 27, 9)
(25, 91, 49)
(16, 72, 27)
(6, 84, 23)
(14, 60, 17)
(30, 87, 14)
(43, 51, 34)
(5, 98, 1)
(10, 93, 26)
(3, 12, 8)
(22, 96, 20)
(18, 43, 47)
(29, 53, 45)
(30, 86, 36)
(33, 74, 16)
(25, 53, 31)
(38, 58, 17)
(38, 89, 14)
(7, 51, 23)
(32, 79, 5)
(46, 75, 11)
(40, 43, 17)
(34, 10, 49)
(1, 63, 11)
(30, 87, 15)
(4, 1, 37)
(40, 93, 42)
(9, 45, 21)
(0, 66, 14)
(32, 70, 14)
(13, 100, 9)
(17, 96, 2)
(20, 26, 15)
(31, 79, 3)
(19, 91, 46)
(44, 50, 30)
(39, 13, 43)
(28, 6, 25)
(46, 49, 48)
(23, 86, 43)
(23, 38, 41)
(31, 99, 47)
(12, 73, 22)
(32, 54, 23)
(15, 50, 30)
(12, 70, 39)
(17, 59, 27)
(24, 2, 17)
(30, 23, 44)
(19, 54, 2)
(9, 91, 39)
(40, 55, 45)
(42, 80, 45)
(29, 21, 41)
(48, 1, 1)
(19, 51, 30)
(39, 90, 21)
(47, 44, 1)
(3, 88, 49)
(1, 38, 35)
(42, 70, 3)
(8, 40, 27)
(44, 9, 40)
(49, 12, 34)
(31, 40, 20)
(12, 100, 17)
(46, 72, 49)
(11, 77, 26)
(40, 98, 15)
(36, 4, 36)
(3, 58, 48)
(5, 2, 9)
(39, 11, 20)
(31, 90, 29)
(27, 76, 16)
(37, 88, 22)
(40, 74, 7)
(30, 60, 33)
(23, 10, 9)
(23, 42, 46)
(25, 54, 40)
(26, 5, 34)
(16, 28, 7)
(17, 30, 39)
(43, 13, 28)
(5, 23, 46)
(14, 40, 12)
(45, 60, 6)
(5, 31, 43)
(41, 96, 4)
(2, 94, 10)
(12, 57, 15)
(42, 49, 19)
(5, 29, 21)
(26, 36, 38)
(38, 35, 18)
(14, 55, 47)
(46, 89, 31)
(1, 78, 19)
(16, 88, 41)
(33, 42, 31)
(8, 43, 41)
(46, 2, 44)
(49, 22, 29)
(29, 48, 31)
(8, 41, 39)
(36, 14, 26)
(9, 59, 28)
(5, 12, 26)
(42, 45, 4)
(6, 34, 14)
(39, 47, 30)
(39, 86, 7)
(43, 17, 30)
(26, 6, 37)
(16, 51, 28)
(42, 27, 23)
(46, 62, 29)
(44, 87, 49)
(37, 28, 2)
(30, 47, 47)
(29, 22, 19)
(47, 17, 4)
(46, 30, 46)
(23, 47, 39)
(41, 17, 46)
(2, 37, 34)
(30, 78, 4)
(35, 100, 43)
(23, 95, 10)
(23, 45, 7)
(34, 70, 31)
(33, 8, 7)
(38, 16, 35)
(36, 7, 2)
(40, 85, 23)
(40, 35, 3)
(44, 31, 2)
(16, 33, 35)
(41, 49, 0)
(26, 60, 28)
(17, 82, 44)
(0, 83, 5)
(37, 45, 41)
(22, 49, 0)
(36, 20, 28)
(9, 47, 46)
(10, 87, 47)
(16, 17, 22)
(22, 23, 45)
(16, 88, 47)
(6, 17, 39)
(33, 52, 33)
(45, 47, 27)
(34, 16, 41)
(24, 38, 1)
(29, 39, 40)
(29, 3, 26)
(11, 66, 2)
(49, 35, 31)
(27, 14, 42)
(21, 31, 37)
(41, 40, 13)
(46, 31, 27)
(32, 52, 35)
(40, 55, 32)
(26, 60, 9)
(38, 36, 29)
(36, 32, 39)
(25, 26, 38)
(36, 62, 6)
(2, 37, 20)
(45, 94, 31)
(14, 41, 22)
(16, 86, 32)
(48, 58, 18)
(5, 42, 3)
(32, 41, 46)
(29, 76, 27)
(30, 1, 2)
(34, 39, 24)
(29, 94, 25)
(18, 81, 38)
(46, 42, 41)
(19, 74, 16)
(21, 17, 9)
(19, 78, 41)
(46, 74, 26)
(29, 38, 29)
(20, 83, 13)
(22, 54, 29)
(43, 23, 39)
(49, 100, 9)
(1, 50, 16)
(8, 21, 17)
(13, 52, 36)
(31, 100, 33)
(6, 49, 28)
(23, 26, 45)
(19, 22, 28)
(4, 20, 43)
(49, 15, 23)
(45, 76, 19)
(41, 88, 48)
(14, 2, 46)
(25, 2, 37)
(11, 6, 37)
(44, 29, 12)
(37, 24, 40)
(18, 28, 0)
(41, 86, 45)
(1, 7, 4)
(44, 32, 37)
(48, 65, 48)
(14, 17, 38)
(29, 26, 6)
(39, 95, 17)
(46, 23, 12)
(24, 30, 11)
(38, 48, 47)
(16, 42, 31)
(12, 71, 42)
(43, 86, 32)
(14, 92, 44)
(48, 43, 16)
(30, 4, 19)
(34, 85, 42)
(29, 81, 2)
(12, 96, 33)
(14, 22, 21)
(22, 77, 41)
(0, 6, 25)
(47, 18, 13)
(41, 83, 27)
(44, 43, 25)
(30, 36, 7)
(25, 67, 29)
(8, 85, 44)
(40, 67, 47)
(35, 83, 35)
(24, 36, 16)
(11, 78, 25)
(34, 37, 30)
(27, 42, 20)
(7, 38, 12)
(39, 19, 5)
(19, 80, 3)
(43, 88, 22)
(1, 98, 27)
(9, 93, 43)
(41, 66, 19)
(1, 84, 47)
(20, 49, 14)
(25, 79, 1)
(7, 60, 37)
(22, 58, 5)
(40, 68, 0)
(20, 21, 10)
(37, 12, 20)
(44, 5, 34)
(2, 92, 30)
(28, 15, 10)
(34, 70, 19)
(39, 19, 44)
(35, 6, 19)
(13, 10, 26)
(21, 94, 28)
(38, 68, 34)
(22, 28, 36)
(26, 93, 46)
(35, 28, 18)
(35, 72, 13)
(25, 18, 41)
(9, 48, 19)
(4, 79, 8)
(15, 30, 27)
(36, 29, 33)
(45, 61, 28)
(20, 76, 49)
(47, 85, 41)
(3, 53, 43)
(9, 70, 7)
(2, 88, 14)
(16, 11, 19)
(4, 95, 29)
(25, 72, 16)
(42, 59, 2)
(21, 69, 18)
(39, 69, 10)
(25, 10, 35)
(18, 55, 13)
(31, 77, 37)
(19, 59, 7)
(30, 22, 37)
(3, 99, 17)
(35, 98, 15)
(29, 21, 43)
(20, 95, 46)
(35, 49, 24)
(16, 98, 0)
(0, 87, 42)
(36, 68, 14)
(2, 25, 48)
(18, 53, 26)
(36, 34, 34)
(40, 93, 28)
(13, 54, 38)
(0, 15, 18)
(44, 36, 19)
(36, 84, 44)
(2, 72, 26)
(3, 88, 40)
(2, 39, 47)
(33, 43, 3)
(39, 88, 0)
(41, 33, 49)
(24, 28, 32)
(4, 39, 28)
(35, 6, 12)
(27, 93, 31)
(11, 9, 42)
(49, 35, 32)
(3, 49, 27)
(13, 79, 25)
(4, 40, 30)
(23, 65, 4)
(26, 27, 15)
(25, 10, 9)
(41, 20, 1)
(33, 91, 36)
(30, 49, 40)
(15, 97, 24)
(4, 2, 18)
(45, 98, 30)
(49, 63, 22)
(22, 6, 1)
(30, 44, 38)
(18, 73, 31)
(25, 93, 11)
(10, 27, 39)
(45, 56, 9)
(42, 92, 8)
(26, 86, 32)
(46, 45, 17)
(40, 3, 21)
(31, 76, 35)
(25, 89, 2)
(36, 2, 42)
(47, 40, 22)
(49, 57, 19)
(5, 84, 40)
(0, 65, 11)
(37, 80, 48)
(21, 93, 30)
(31, 12, 1)
(0, 100, 3)
(5, 47, 2)
(14, 34, 49)
(18, 35, 34)
(49, 71, 7)
(46, 90, 19)
(28, 22, 39)
(34, 29, 22)
(15, 84, 43)
(45, 36, 1)
(21, 8, 43)
(24, 100, 26)
(11, 25, 23)
(1, 69, 18)
(21, 57, 48)
(27, 80, 2)
(38, 86, 30)
(4, 87, 47)
(2, 87, 28)
(7, 91, 24)
(23, 96, 26)
(11, 88, 13)
(20, 98, 20)
(21, 70, 49)
(1, 71, 40)
(28, 54, 13)
(35, 82, 27)
(47, 25, 6)
(13, 65, 10)
(14, 93, 41)
(25, 6, 27)
(45, 49, 45)
(12, 67, 30)
(25, 95, 22)
(13, 32, 33)
(4, 77, 48)
(11, 15, 31)
(6, 87, 2)
(20, 6, 23)
(44, 10, 46)
(5, 78, 17)
(12, 88, 10)
(15, 46, 10)
